"Provider Number","State","County","PoNP","Chain","Org","CnC","Operations","info","Neph","Staff","Facility","Profit or Non-Profit","Chain Owned","Chain Organization","Late Shift","# of Dialysis Stations","Offers in-center hemodialysis","Offers peritoneal dialysis","Offers home hemodialysis training","Certification or Recertification Date","Claims Date","CROWNWeb Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","HGB<10 data availability code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb > 12 data availability code","Number of Dialysis Patients with Hgb data","Patient Transfusion data availability Code","Patient Transfusion category text","Number of patients included in the transfusion summary","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V data availability code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V data availability code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Number of adult HD patients with KT/V data","Number of adult HD patient-months with Kt/V data","Number of adult PD patients with KT/V data","Number of adult PD patient-months with Kt/V data","Number of pediatric HD patients with Kt/V data","Number of pediatric HD patient-months with KT/V data","Hypercalcemia Data Availability Code","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL)","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Serum phosphorus Data Availability Code","Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL","Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL","Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL","Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL","Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL","SHR Date","SRR Date","SMR Date","Patient hospitalization category text","Patient Hospitalization data availability Code","Patient Hospital Readmission Category","Patient Hospital Readmission data availability Code","Patient Survival Category Text","Patient Survival data availability code","Number of patients included in hospitalization summary","Number of hospitalizations included in hospital readmission summary","Number of Patients included in survival summary","Mortality Rate (Facility)","Mortality Rate: Upper Confidence Limit (97.5%)","Mortality Rate: Lower Confidence Limit (2.5%)","Readmission Rate (Facility)","Readmission Rate: Upper Confidence Limit (97.5%)","Readmission Rate: Lower Confidence Limit (2.5%)","Hospitalization Rate (Facility)","Hospitalization Rate: Upper Confidence Limit (97.5%)","Hospitalization Rate: Lower Confidence Limit (2.5%)","Number of pediatric PD patients with Kt/V data","Pediatric PD Kt/V Data Availability Code","Number of pediatric PD patient-months with KT/V data","Percentage of pediatric PD patients with Kt/V>=1.8","SIR Date","Patient Infection Data Availability Code","Patient Infection category text","Standard Infection Ratio","SIR: Upper Confidence Limit (97.5%)","SIR: Lower Confidence Limit (2.5%)","Transfusion Rate (Facility)","Transfusion Rate: Upper Confidence Limit (97.5%)","Transfusion Rate: Lower Confidence Limit (2.5%)","Fistula data availability code","Fistula Category Text","Number of Patients included in fistula summary","Fistula Rate (Facility)","Fistula Rate: Upper Confidence Limit (97.5%)","Fistula Rate: Lower Confidence Limit (2.5%)","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Long term catheter Data Availability Code","Percentage of Adult patients with long term catheter in use","Number of patients in nPCR summary","Number of patient-months in nPCR summary","nPCR Data Availability Code","Percentage of pediatric HD patients with nPCR","SWR Date","SWR category text","Patient transplant waitlist data availability code","95% C.I. (upper limit) for SWR","95% C.I. (lower limit) for SWR","Number of patients in this facility for SWR","Standardized First Kidney Transplant Waitlist Ratio","PPPW category text","Patient prevalent transplant waitlist data availability code","95% C.I. (upper limit) for PPPW","95% C.I. (lower limit) for PPPW","Number of patients for PPPW","Percentage of Prevalent Patients Waitlisted"
"052756","CA","SAN DIEGO","Profit","Yes","DAVITA",81,82,87,86,89,87,"Profit","Yes","DAVITA",0,15,1,1,1,"03/27/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",9,1,0,1,22,1,"As Expected",58,98,1,96,1,NA,259,65,378,13,56,0,NA,1,78,464,0,84,490,1,7,26,36,18,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,67,46,286,27.8,36.3,20.8,30.8,52.3,14.8,256.6,411.3,167,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.29,1.41,0.01,50.7,152.3,20.2,1,"As Expected",73,74.2,94.5,52.5,73,425,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.83,0.41,34,1.5,"As Expected",1,58.3,11.1,52,29.5
"052758","CA","CONTRA COSTA","Profit","Yes","FRESENIUS MEDICAL CARE",66,70,62,74,74,77,"Profit","Yes","FRESENIUS MEDICAL CARE",0,20,1,1,1,"01/01/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",18,1,0,1,79,1,"As Expected",96,98,1,96,1,NA,259,104,838,45,356,0,NA,1,148,1298,1,155,1340,1,8,25,31,25,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,124,151,487,13.5,17.2,10.3,27.3,37,18.2,195.1,284.6,141.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.75,1.67,0.28,3.3,43,0.4,1,"As Expected",114,68.6,84.5,51.7,114,970,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","Better than Expected",1,4.15,1.35,74,2.47,"Better than Expected",1,57.3,22,101,38.1
"052759","CA","CONTRA COSTA","Profit","Yes","FRESENIUS MEDICAL CARE",78,81,69,82,87,88,"Profit","Yes","FRESENIUS MEDICAL CARE",1,22,1,0,0,"01/01/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",18,1,0,1,60,1,"As Expected",88,99,1,NA,257,NA,259,146,1282,0,NA,0,NA,1,157,1469,2,160,1507,1,7,23,32,20,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,110,134,449,21.4,27.2,16.6,32.8,44.2,23.2,213.1,323.1,149.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.89,1.63,0.43,9.7,49.5,2.5,1,"Better than Expected",161,77.5,88.1,66.2,161,1529,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","Better than Expected",1,4.83,1.16,51,2.55,"Better than Expected",1,55.4,22.6,120,37.6
"052760","CA","LOS ANGELES","Profit","Yes","FRESENIUS MEDICAL CARE",87,89,77,88,93,91,"Profit","Yes","FRESENIUS MEDICAL CARE",1,38,1,0,0,"03/20/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",4,1,0,1,26,1,"As Expected",48,100,1,NA,257,NA,259,95,812,0,NA,0,NA,1,102,975,0,104,999,1,7,22,28,29,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,57,52,245,22.2,31.9,14.9,25,43.5,11.4,194.5,325.6,121.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.28,2.67,0.52,9.5,125.6,1.1,1,"Better than Expected",104,81.3,95.1,66.6,104,997,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.22,0.01,45,0.22,"As Expected",1,50.7,12.2,74,27.5
"052761","CA","LOS ANGELES","Profit","Yes","DAVITA",76,79,80,81,86,88,"Profit","Yes","DAVITA",0,36,1,1,0,"04/11/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,78,1,"Worse than Expected",129,99,1,NA,199,NA,259,204,1900,10,64,0,NA,1,223,2088,2,229,2105,1,5,20,32,21,22,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Worse than Expected",1,"As Expected",1,"Worse than Expected",1,143,165,717,28.6,34.9,23.2,31.5,41.7,21.5,263.2,381.7,191.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.68,1.19,0.36,38.1,78,21,1,"As Expected",224,67.4,77.9,56.2,224,2065,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.05,0.18,117,0.48,"As Expected",1,30.5,10.9,208,18.8
"052762","CA","VENTURA","Profit","Yes","FRESENIUS MEDICAL CARE",90,80,81,90,84,87,"Profit","Yes","FRESENIUS MEDICAL CARE",1,21,1,0,0,"06/12/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,76,1,"As Expected",99,100,1,NA,257,NA,259,143,1280,0,NA,0,NA,1,152,1415,1,161,1473,1,9,31,27,23,10,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,115,141,455,17.3,22.4,13,26.2,36.2,18,168.6,256.2,118.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.27,0.91,0.05,4.7,38.5,0.8,1,"As Expected",161,69.5,83,55.1,161,1479,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.17,0.23,48,0.85,"As Expected",1,48.6,16.6,110,30.3
"052670","CA","LOS ANGELES","Profit","Yes","DAVITA",87,81,84,87,86,85,"Profit","Yes","DAVITA",0,30,1,1,0,"05/19/1988","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",12,1,0,1,74,1,"As Expected",128,97,1,NA,199,NA,259,157,1279,10,10,0,NA,1,175,1571,1,182,1569,1,8,26,35,18,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,139,140,574,21,26.7,16.3,30.4,42.5,20.3,225,328.7,163.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.4,0.88,0.15,22.4,57.3,10.2,1,"As Expected",173,59.6,73,45.3,173,1598,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.52,0.11,50,0.52,"As Expected",1,42.8,13.3,126,25.3
"052671","CA","LOS ANGELES","Profit","Yes","DAVITA",73,79,81,78,85,85,"Profit","Yes","DAVITA",1,28,1,0,0,"09/01/1988","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,54,1,"As Expected",104,99,1,NA,257,NA,201,167,1565,0,NA,0,NA,1,181,1849,0,193,1886,1,5,23,38,21,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,117,129,525,23.4,29.5,18.3,19.3,28.5,11.9,223.2,340.3,156.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.26,1.95,0.77,27.3,72.5,12.1,1,"As Expected",192,63.6,75.9,50.4,192,1891,1,16,0,NA,201,NA,"01/01/2016-12/31/2018","As Expected",1,1.29,0.04,62,0.36,"As Expected",1,35.9,10.9,154,20.8
"052673","CA","KERN","Profit","Yes","DAVITA",85,85,81,87,89,89,"Profit","Yes","DAVITA",1,76,1,1,0,"08/18/1988","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",18,1,0,1,111,1,"As Expected",152,97,1,97,1,NA,199,217,1919,40,294,1,4,1,260,2320,3,262,2321,1,6,19,31,21,23,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Worse than Expected",1,169,174,843,32,38.2,26.6,28.8,38.2,20,161.8,234.9,117.9,1,199,2,NA,"01/01/2019-12/31/2019",1,"As Expected",1,1.59,0.59,16.8,43.2,7.7,1,"As Expected",231,62.4,73.8,50.2,231,2109,1,16,1,4,199,NA,"01/01/2016-12/31/2018","Worse than Expected",1,0.54,0,93,0.1,"As Expected",1,24.4,8,240,14.3
"052674","CA","KERN","Profit","Yes","DAVITA",84,86,87,88,92,93,"Profit","Yes","DAVITA",0,32,1,0,0,"10/07/1988","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",13,1,0,1,104,1,"As Expected",133,99,1,NA,257,NA,259,189,1761,0,NA,0,NA,1,193,1808,1,199,1843,1,10,26,33,18,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Better than Expected",1,"As Expected",1,"As Expected",1,145,98,634,26.9,33.1,21.7,20.2,32.2,11,115,188,75.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Worse than Expected",1.6,2.43,1.01,28,57.3,15.4,1,"As Expected",197,64.2,77.1,50.5,197,1848,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.06,0.08,71,0.36,"As Expected",1,28.3,7.9,159,15.5
"052676","CA","SACRAMENTO","Non-Profit","Yes","DIALYSIS CLINIC, INC.",84,85,81,88,89,91,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",1,24,1,1,1,"11/01/1988","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",27,1,0,1,60,1,"As Expected",99,95,1,88,1,NA,199,95,607,25,261,3,14,1,135,1078,3,142,1091,1,7,21,23,26,23,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,112,109,485,18.5,24.1,13.9,25.7,35.8,17.1,182.3,288,123.7,0,201,NA,NA,"01/01/2019-12/31/2019",201,"Not Available",NA,NA,NA,9.2,47.3,2.4,1,"As Expected",117,63.7,80.3,45.9,117,819,1,14,3,14,199,NA,"01/01/2016-12/31/2018","As Expected",1,1.51,0.16,49,0.59,"As Expected",1,36.9,10.9,125,21.1
"052677","CA","FRESNO","Profit","Yes","FRESENIUS MEDICAL CARE",84,76,75,84,80,82,"Profit","Yes","FRESENIUS MEDICAL CARE",1,22,1,1,0,"01/20/1989","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",17,1,0,1,58,1,"As Expected",90,96,1,NA,201,NA,259,131,1230,0,NA,0,NA,1,136,1286,3,137,1290,1,14,30,30,15,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,100,98,437,19.9,26.1,14.9,20.1,30.8,11.5,155.5,259.2,100.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.36,0.86,0.11,13.2,52.5,4.2,1,"As Expected",139,64.4,79.1,48.6,139,1331,1,21,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.26,0.31,47,0.97,"As Expected",1,44.6,15.1,111,27.5
"052678","CA","SAN DIEGO","Profit","Yes","FRESENIUS MEDICAL CARE",75,78,82,81,84,85,"Profit","Yes","FRESENIUS MEDICAL CARE",0,24,1,0,0,"01/20/1989","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,74,1,"As Expected",103,98,1,NA,257,NA,259,146,1373,0,NA,0,NA,1,154,1478,2,159,1506,1,16,30,29,18,8,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,114,106,457,15,20,11,23.2,34,14.5,125.6,202.8,83.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.15,2.11,0.56,13.7,43.5,5.2,1,"As Expected",161,55.5,70.6,39.4,161,1529,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.12,0,34,0,"As Expected",1,28.9,4.9,127,12.6
"052682","CA","SAN BERNARDINO","Profit","Yes","DAVITA",80,81,77,83,85,87,"Profit","Yes","DAVITA",0,28,1,0,0,"06/26/1989","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",20,1,0,1,54,1,"As Expected",119,95,1,NA,257,NA,259,204,1721,0,NA,0,NA,1,216,1973,1,219,2002,1,7,26,37,17,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,130,140,473,27.7,35.2,21.4,24.2,34.7,15.5,222.2,333.8,157.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.1,1.87,0.6,31,75.2,14.8,1,"As Expected",218,68.3,79.6,56.2,218,2046,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.49,0.16,65,0.58,"As Expected",1,35.3,11.1,182,20.7
"052683","CA","LOS ANGELES","Profit","Yes","FRESENIUS MEDICAL CARE",78,80,78,82,88,86,"Profit","Yes","FRESENIUS MEDICAL CARE",0,24,1,1,1,"05/22/1989","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,56,1,"As Expected",90,99,1,95,1,NA,259,115,1062,22,189,0,NA,1,139,1362,2,139,1371,1,12,25,26,20,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,99,131,429,21.2,28.5,15.4,29.3,41.4,19.1,262.9,403.2,182.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.36,NA,30.1,74.9,14,1,"As Expected",122,64,79.2,47.8,122,1195,1,16,0,NA,259,NA,"01/01/2016-12/31/2018","Worse than Expected",1,0.82,0.03,69,0.23,"As Expected",1,23.3,2.9,120,8.8
"052685","CA","ALAMEDA","Profit","Yes","DAVITA",78,80,83,83,85,85,"Profit","Yes","DAVITA",1,30,1,0,0,"10/18/1989","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",4,1,0,1,68,1,"As Expected",81,97,1,NA,257,NA,259,145,1245,0,NA,0,NA,1,151,1403,1,153,1429,1,5,21,34,22,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Better than Expected",1,"As Expected",1,"As Expected",1,98,90,429,24.1,30.8,18.5,21.9,34.8,12.5,110,189.1,69.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.22,2.12,0.64,8.7,44.7,2.2,1,"As Expected",156,60,75,44.1,156,1445,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.66,0.12,50,0.57,"Better than Expected",1,60.3,27.6,114,43.2
"052686","CA","SAN DIEGO","Profit","Yes","FRESENIUS MEDICAL CARE",77,81,78,82,87,88,"Profit","Yes","FRESENIUS MEDICAL CARE",0,24,1,0,0,"09/26/1989","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",8,1,0,1,93,1,"As Expected",140,96,1,NA,257,NA,259,192,1736,0,NA,0,NA,1,199,1865,1,216,1943,1,8,21,27,28,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,164,204,662,18.3,22.5,14.8,27.8,37,20.1,192.1,269.1,144.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.03,1.75,0.56,22.5,50.9,11.4,1,"As Expected",217,62.2,74.4,49.2,217,1955,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.67,0.18,78,0.65,"As Expected",1,35.7,10.9,162,20.7
"052689","CA","CONTRA COSTA","Profit","Yes","DAVITA",82,80,79,86,88,88,"Profit","Yes","DAVITA",1,24,1,1,0,"08/25/1989","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",17,1,0,1,29,1,"As Expected",49,99,1,NA,201,NA,259,107,868,0,NA,0,NA,1,112,974,0,120,1025,1,5,25,39,19,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,64,70,269,21.3,29.2,15.1,21.5,36.7,10.8,208.8,329.8,137.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.17,0.83,0.01,28.8,114.3,9.1,1,"Better than Expected",119,77.1,90.1,63.2,119,1020,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,24,NA,"Better than Expected",1,65.9,24.9,77,44.5
"052691","CA","EL DORADO","Profit","Yes","DAVITA",80,82,84,83,86,89,"Profit","Yes","DAVITA",1,23,1,0,0,"08/30/1989","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",7,1,0,1,67,1,"As Expected",110,97,1,NA,257,NA,259,142,1153,0,NA,0,NA,1,144,1222,1,155,1277,1,5,21,41,18,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,126,101,481,22.6,28.4,17.7,31.6,46,19.5,151.2,239.4,102.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.24,0.79,0.04,12.8,46.3,4.3,1,"As Expected",156,64,78.7,48.4,156,1279,1,12,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.3,0.35,52,1.29,"As Expected",1,53.1,16,104,31.7
"052717","CA","LOS ANGELES","Profit","Yes","DAVITA",78,82,82,81,89,92,"Profit","Yes","DAVITA",0,14,1,0,0,"10/15/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",33,1,0,1,18,1,"As Expected",41,99,1,NA,257,NA,259,62,556,0,NA,0,NA,1,64,610,2,64,603,1,7,20,30,21,21,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,45,61,186,19.4,29.7,12,25.9,40.5,14.1,277.4,455.4,176.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.82,NA,33.8,122.8,11.5,1,"As Expected",68,70.6,91.3,48.5,68,616,1,4,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,18,NA,"As Expected",1,41,5.7,57,17
"052718","CA","LOS ANGELES","Profit","Yes","DAVITA",84,81,85,90,89,89,"Profit","Yes","DAVITA",1,17,1,1,0,"11/13/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",10,1,0,1,29,1,"As Expected",66,98,1,NA,201,NA,259,92,827,0,NA,0,NA,1,98,903,2,103,931,1,7,25,35,17,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,71,107,271,22.4,31.6,15.3,37.7,52.8,25.5,271.5,415.7,179.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.91,2.02,0.33,41.9,107.4,19,1,"As Expected",104,66.9,84,48.8,104,939,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.82,0.09,29,0.78,"As Expected",1,42.2,8,88,20.1
"052719","CA","SAN FRANCISCO","Profit","Yes","DAVITA",84,80,81,90,87,85,"Profit","Yes","DAVITA",0,30,1,1,1,"06/17/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",22,1,0,1,49,1,"As Expected",91,96,1,NA,201,NA,259,141,1219,0,NA,0,NA,1,147,1346,1,154,1378,1,10,28,38,13,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,106,110,415,26.7,33.4,21,37.7,51.1,25.9,261.8,378.7,182.6,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.4,NA,17.7,64.4,6,1,"As Expected",154,66.9,80.9,52,154,1405,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","Better than Expected",1,6.95,1.68,31,3.66,"Better than Expected",1,70.1,32.7,95,51.6
"052720","CA","LOS ANGELES","Profit","No","INDEPENDENT",84,78,85,87,86,87,"Profit","No","INDEPENDENT",0,22,1,0,0,"12/02/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",23,1,0,1,39,1,"As Expected",69,98,1,NA,257,NA,259,99,900,0,NA,0,NA,1,109,1031,3,111,1032,1,7,41,36,9,6,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,76,92,304,29.3,37.9,22.2,27.3,41.4,15.7,209.6,325.6,136.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.6,1.45,0.19,32.3,85.5,14.3,1,"As Expected",112,64,80.4,46.4,112,1060,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.68,0.12,40,0.58,"As Expected",1,42.8,9.6,84,22
"052721","CA","ALAMEDA","Profit","Yes","FRESENIUS MEDICAL CARE",75,73,77,80,82,82,"Profit","Yes","FRESENIUS MEDICAL CARE",0,27,1,0,0,"02/12/1992","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",24,1,0,1,76,1,"As Expected",103,98,1,NA,257,NA,259,142,1264,0,NA,0,NA,1,149,1359,2,153,1414,1,10,32,37,13,8,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,120,140,477,19.7,24.8,15.4,29.8,40.7,20.4,150.1,229.1,104.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.37,0.99,0.09,16.5,45.4,7.1,1,"As Expected",155,60.6,75,45.1,155,1425,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.86,0.4,48,1.23,"Better than Expected",1,60.9,23.6,97,40.9
"052727","CA","SAN BERNARDINO","Profit","Yes","FRESENIUS MEDICAL CARE",83,83,80,87,91,90,"Profit","Yes","FRESENIUS MEDICAL CARE",0,18,1,1,1,"10/14/1992","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",9,1,0,1,32,1,"As Expected",71,97,1,NA,201,NA,259,108,936,0,NA,0,NA,1,118,1053,0,120,1091,1,9,30,30,17,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,77,70,323,25.2,34.4,18,18,31.5,8.4,192.6,323,116.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.53,1.27,0.17,19.8,78.5,6.2,1,"As Expected",121,63.4,78.7,47,121,1092,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.26,0.35,33,1.27,"As Expected",1,43.2,10.2,89,22.7
"052728","CA","SAN FRANCISCO","Profit","Yes","FRESENIUS MEDICAL CARE",82,79,79,87,86,86,"Profit","Yes","FRESENIUS MEDICAL CARE",1,24,1,1,1,"11/05/1992","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,53,1,"As Expected",108,99,1,88,1,NA,259,163,1428,35,334,0,NA,1,207,2000,0,216,2080,1,9,24,31,24,12,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,123,124,539,21.8,27.6,17,24.2,35.1,15.3,200.5,310.3,138.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.09,0.46,0.01,26.1,64.9,12.2,1,"As Expected",183,71.4,84,58,183,1704,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","Better than Expected",1,6.04,1.79,39,3.46,"Better than Expected",1,71.2,42.1,145,57.2
