"Provider Number","State","County","PoNP","Chain","Org","CnC","Operations","info","Neph","Staff","Facility","Profit or Non-Profit","Chain Owned","Chain Organization","Late Shift","# of Dialysis Stations","Offers in-center hemodialysis","Offers peritoneal dialysis","Offers home hemodialysis training","Certification or Recertification Date","Claims Date","CROWNWeb Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","HGB<10 data availability code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb > 12 data availability code","Number of Dialysis Patients with Hgb data","Patient Transfusion data availability Code","Patient Transfusion category text","Number of patients included in the transfusion summary","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V data availability code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V data availability code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Number of adult HD patients with KT/V data","Number of adult HD patient-months with Kt/V data","Number of adult PD patients with KT/V data","Number of adult PD patient-months with Kt/V data","Number of pediatric HD patients with Kt/V data","Number of pediatric HD patient-months with KT/V data","Hypercalcemia Data Availability Code","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL)","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Serum phosphorus Data Availability Code","Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL","Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL","Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL","Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL","Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL","SHR Date","SRR Date","SMR Date","Patient hospitalization category text","Patient Hospitalization data availability Code","Patient Hospital Readmission Category","Patient Hospital Readmission data availability Code","Patient Survival Category Text","Patient Survival data availability code","Number of patients included in hospitalization summary","Number of hospitalizations included in hospital readmission summary","Number of Patients included in survival summary","Mortality Rate (Facility)","Mortality Rate: Upper Confidence Limit (97.5%)","Mortality Rate: Lower Confidence Limit (2.5%)","Readmission Rate (Facility)","Readmission Rate: Upper Confidence Limit (97.5%)","Readmission Rate: Lower Confidence Limit (2.5%)","Hospitalization Rate (Facility)","Hospitalization Rate: Upper Confidence Limit (97.5%)","Hospitalization Rate: Lower Confidence Limit (2.5%)","Number of pediatric PD patients with Kt/V data","Pediatric PD Kt/V Data Availability Code","Number of pediatric PD patient-months with KT/V data","Percentage of pediatric PD patients with Kt/V>=1.8","SIR Date","Patient Infection Data Availability Code","Patient Infection category text","Standard Infection Ratio","SIR: Upper Confidence Limit (97.5%)","SIR: Lower Confidence Limit (2.5%)","Transfusion Rate (Facility)","Transfusion Rate: Upper Confidence Limit (97.5%)","Transfusion Rate: Lower Confidence Limit (2.5%)","Fistula data availability code","Fistula Category Text","Number of Patients included in fistula summary","Fistula Rate (Facility)","Fistula Rate: Upper Confidence Limit (97.5%)","Fistula Rate: Lower Confidence Limit (2.5%)","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Long term catheter Data Availability Code","Percentage of Adult patients with long term catheter in use","Number of patients in nPCR summary","Number of patient-months in nPCR summary","nPCR Data Availability Code","Percentage of pediatric HD patients with nPCR","SWR Date","SWR category text","Patient transplant waitlist data availability code","95% C.I. (upper limit) for SWR","95% C.I. (lower limit) for SWR","Number of patients in this facility for SWR","Standardized First Kidney Transplant Waitlist Ratio","PPPW category text","Patient prevalent transplant waitlist data availability code","95% C.I. (upper limit) for PPPW","95% C.I. (lower limit) for PPPW","Number of patients for PPPW","Percentage of Prevalent Patients Waitlisted","FIPStxt","Stabr","Area_name","Rural-urban_Continuum_Code_2003","Urban_Influence_Code_2003","Rural-urban_Continuum_Code_2013","Urban_Influence_Code_2013","POVALL_2018","CI90LBAll_2018","CI90UBALL_2018","PCTPOVALL_2018","CI90LBALLP_2018","CI90UBALLP_2018","POV017_2018","CI90LB017_2018","CI90UB017_2018","PCTPOV017_2018","CI90LB017P_2018","CI90UB017P_2018","POV517_2018","CI90LB517_2018","CI90UB517_2018","PCTPOV517_2018","CI90LB517P_2018","CI90UB517P_2018","MEDHHINC_2018","CI90LBINC_2018","CI90UBINC_2018","POV04_2018","CI90LB04_2018","CI90UB04_2018","PCTPOV04_2018","CI90LB04P_2018","CI90UB04P_2018","FIPS"
"282502","NE","SCOTTS BLUFF","Profit","Yes","DAVITA",88,86,87,89,91,94,"Profit","Yes","DAVITA",0,20,1,1,0,"06/01/1977","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",32,1,0,1,50,1,"Worse than Expected",76,99,1,97,1,NA,259,77,680,21,146,0,NA,1,94,898,1,98,944,1,9,25,30,17,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,85,114,329,25.8,33.3,19.6,28,38,19.5,210.3,332.9,142.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.66,3.14,0.77,48.2,103.1,25.5,1,"As Expected",85,75.1,90.8,58.4,85,769,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.44,0.34,49,1.05,"As Expected",1,37.7,6.5,82,17,31157,"NE","Scotts Bluff County",5,8,5,8,5021,4059,5983,14.3,11.6,17,1678,1229,2127,19,13.9,24.1,1107,759,1455,17.4,11.9,22.9,50247,46734,53760,NA,NA,NA,NA,NA,NA,"31157"
"282504","NE","DOUGLAS","Non-Profit","Yes","DIALYSIS CLINIC, INC.",79,83,77,82,89,91,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,30,1,0,0,"03/01/1993","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",9,1,0,1,56,1,"As Expected",83,96,1,NA,257,NA,259,128,1094,0,NA,0,NA,1,130,1148,1,142,1219,1,9,26,37,17,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,99,146,407,22.5,28.6,17.4,22.2,30.9,14.7,202.8,309.2,141.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.5,1.1,0.18,7.6,47,1.6,1,"As Expected",140,48.1,64.6,30.6,140,1212,1,18,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.57,0.17,59,0.61,"As Expected",1,20.7,0.6,99,4,31055,"NE","Douglas County",2,2,2,2,64276,59456,69096,11.6,10.7,12.5,18941,16301,21581,13.3,11.4,15.2,11901,9829,13973,12,9.9,14.1,64580,62157,67003,NA,NA,NA,NA,NA,NA,"31055"
"302509","NH","GRAFTON","Profit","Yes","FRESENIUS MEDICAL CARE",72,73,81,74,77,80,"Profit","Yes","FRESENIUS MEDICAL CARE",1,27,1,1,1,"10/01/2005","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",28,1,0,1,76,1,"As Expected",98,98,1,94,1,NA,199,130,1057,15,108,1,3,1,144,1259,2,157,1326,1,8,24,25,24,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,118,169,440,25.8,31.9,20.6,24.4,33.4,17,192.4,288.9,136.2,0,201,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.1,0.49,0.01,8.8,44.8,2.2,1,"As Expected",143,59.6,75.6,42.6,143,1219,1,23,1,3,199,NA,"01/01/2016-12/31/2018","As Expected",1,3.27,0.72,67,1.66,"As Expected",1,36.6,9.5,120,19.8,33009,"NH","Grafton County",5,8,5,8,7427,5847,9007,9,7.1,10.9,1761,1295,2227,12.5,9.2,15.8,1174,819,1529,11.2,7.8,14.6,65163,60580,69746,NA,NA,NA,NA,NA,NA,"33009"
"252535","MS","HINDS","Profit","Yes","DAVITA",85,82,86,89,87,90,"Profit","Yes","DAVITA",0,35,1,1,0,"08/31/1992","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",17,1,0,1,52,1,"As Expected",71,99,1,NA,201,NA,259,84,739,0,NA,0,NA,1,89,843,2,96,867,1,12,22,34,20,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,78,97,301,19.6,27,13.8,34.1,46.6,22.8,205.1,319.9,133,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.7,1.7,0.22,14.1,55.8,4.4,1,"As Expected",95,49.9,70.5,27.8,95,856,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,23,NA,"As Expected",1,31.1,3.4,76,11.2,28049,"MS","Hinds County",2,2,2,2,44204,38435,49973,19.4,16.9,21.9,17022,14234,19810,30.4,25.4,35.4,11777,9490,14064,28.6,23,34.2,44776,42642,46910,NA,NA,NA,NA,NA,NA,"28049"
"252536","MS","YAZOO","Profit","Yes","FRESENIUS MEDICAL CARE",89,85,82,88,83,86,"Profit","Yes","FRESENIUS MEDICAL CARE",0,21,1,0,0,"10/19/1992","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",22,1,0,1,59,1,"As Expected",72,95,1,NA,257,NA,259,92,870,0,NA,0,NA,1,93,890,1,95,910,1,7,19,27,27,20,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,85,90,318,24.9,33.6,17.9,29.4,43.8,17.9,184.7,307.1,119.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.53,1.45,0.14,18.8,68.5,6.4,1,"As Expected",94,54.8,73.3,35,94,922,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.32,0,37,0,"As Expected",1,31.5,1.9,75,8.6,28163,"MS","Yazoo County",6,5,2,2,8417,6771,10063,37.1,29.8,44.4,2522,1915,3129,41.2,31.3,51.1,1706,1215,2197,37.2,26.5,47.9,33111,29618,36604,NA,NA,NA,NA,NA,NA,"28163"
"252537","MS","SCOTT","Profit","Yes","FRESENIUS MEDICAL CARE",82,80,77,82,84,87,"Profit","Yes","FRESENIUS MEDICAL CARE",0,21,1,0,0,"01/11/1993","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",8,1,0,1,51,1,"As Expected",79,99,1,NA,257,NA,259,91,859,0,NA,0,NA,1,94,899,0,96,926,1,7,23,28,27,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,83,56,304,18.5,26.2,12.5,26.7,44,13.4,123.6,239.2,70.6,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.43,1.41,0.07,6.5,53,1.1,1,"As Expected",97,61.5,79.3,42.4,97,927,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.59,0.09,25,0.72,"As Expected",1,31.2,3.5,78,11.3,28123,"MS","Scott County",6,6,6,6,7135,6125,8145,25.5,21.9,29.1,2733,2249,3217,36.8,30.3,43.3,1964,1579,2349,37.2,29.9,44.5,38034,33830,42238,NA,NA,NA,NA,NA,NA,"28123"
"262540","MO","SAINT LOUIS","Profit","Yes","FRESENIUS MEDICAL CARE",87,70,76,88,76,78,"Profit","Yes","FRESENIUS MEDICAL CARE",0,17,1,1,1,"11/17/1994","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",25,1,0,1,65,1,"As Expected",94,95,1,94,1,NA,259,111,891,19,158,0,NA,1,136,1179,1,141,1208,1,7,25,29,26,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,111,113,431,20.5,26.3,15.7,27.7,38.8,17.2,163.2,259.3,110.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.35,0.94,0.09,10.2,45.1,2.9,1,"As Expected",123,61.1,76.1,45,123,1071,1,21,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.98,0.42,48,1.28,"As Expected",1,39.5,9.5,106,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242589","MN","DAKOTA","Profit","Yes","DAVITA",82,78,87,82,86,83,"Profit","Yes","DAVITA",0,16,1,1,1,"12/05/2013","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",31,1,0,1,52,1,"As Expected",70,98,1,91,1,NA,259,74,589,41,275,0,NA,1,112,915,2,118,933,1,5,16,27,24,28,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,82,89,288,21.6,29.6,15.4,24.5,36.5,14.7,175.4,276.1,112.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.7,1.9,0.18,7.8,63.7,1.3,1,"As Expected",81,67.6,87.2,46.7,81,653,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,5.3,0.74,33,2.27,"Better than Expected",1,58.1,21.3,93,38,27037,"MN","Dakota County",1,1,1,1,26434,23113,29755,6.3,5.5,7.1,8033,6660,9406,7.9,6.6,9.2,6085,5103,7067,8.1,6.8,9.4,86403,83927,88879,NA,NA,NA,NA,NA,NA,"27037"
"252557","MS","PANOLA","Profit","Yes","FRESENIUS MEDICAL CARE",72,74,82,81,82,80,"Profit","Yes","FRESENIUS MEDICAL CARE",0,24,1,0,0,"07/01/1999","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",44,1,0,1,73,1,"As Expected",90,98,1,NA,257,NA,259,113,1053,0,NA,0,NA,1,115,1091,1,119,1116,1,6,24,26,24,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,106,117,448,28.2,35.4,22.1,31.2,43,21.1,208.9,314.9,147.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.16,0.79,0.01,6.7,41.4,1.5,1,"As Expected",121,71.7,86.6,55.7,121,1133,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.52,0.11,57,0.52,"As Expected",1,31.2,4.4,98,12.7,28107,"MS","Panola County",6,4,6,4,7391,5681,9101,21.8,16.8,26.8,2873,2051,3695,34.4,24.5,44.3,2072,1431,2713,34.4,23.8,45,39198,35829,42567,NA,NA,NA,NA,NA,NA,"28107"
"252558","MS","COVINGTON","Profit","No","INDEPENDENT",84,81,73,89,84,86,"Profit","No","INDEPENDENT",0,21,1,0,0,"08/20/1999","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",46,1,0,1,50,1,"As Expected",53,99,1,NA,257,NA,259,69,666,0,NA,0,NA,1,71,682,1,71,686,1,10,23,35,26,6,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,64,50,242,18.3,26.4,12.1,23.8,43.1,11,121.6,225.3,66.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.39,1.92,0.02,14.5,74,3.7,1,"Better than Expected",72,82.7,100,63.8,72,695,1,3,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,23,NA,"As Expected",1,43,5.7,57,17.6,28031,"MS","Covington County",8,6,8,6,4910,4194,5626,26.5,22.6,30.4,1644,1263,2025,36,27.7,44.3,1082,745,1419,32.1,22.1,42.1,36083,32043,40123,NA,NA,NA,NA,NA,NA,"28031"
"262544","MO","CAPE GIRARDEAU","Profit","Yes","FRESENIUS MEDICAL CARE",69,78,81,78,85,90,"Profit","Yes","FRESENIUS MEDICAL CARE",0,16,1,1,1,"08/30/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,53,1,"As Expected",72,97,1,NA,199,NA,259,86,738,4,9,0,NA,1,97,889,1,103,910,1,7,29,31,20,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,82,96,303,16.4,22.2,11.8,26.6,36.3,17.6,138.8,222.9,87.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.35,1.17,0.06,20,63.5,7.6,1,"As Expected",100,52.8,71.9,32.4,100,884,1,18,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.81,0.01,36,0.33,"As Expected",1,37.9,3.2,72,12.5,29031,"MO","Cape Girardeau County",5,8,3,2,10334,8707,11961,13.8,11.6,16,2816,2135,3497,17.2,13,21.4,1903,1395,2411,16,11.7,20.3,51962,47761,56163,NA,NA,NA,NA,NA,NA,"29031"
"262547","MO","GREENE","Profit","Yes","FRESENIUS MEDICAL CARE",82,79,80,84,86,89,"Profit","Yes","FRESENIUS MEDICAL CARE",0,30,1,1,1,"09/11/1996","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",28,1,0,1,102,1,"As Expected",193,96,1,95,1,NA,259,135,1068,121,993,0,NA,1,277,2426,1,296,2502,1,8,24,28,23,17,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,226,303,880,24.2,28.5,20.5,26.1,32,20.8,200.8,267.5,157.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.62,1.38,0.23,12.4,31.7,5.6,1,"As Expected",174,68.2,80.2,55.3,174,1436,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.05,0.11,116,0.41,"As Expected",1,25.5,7.8,231,14.5,29077,"MO","Greene County",2,2,2,2,43423,39282,47564,15.5,14,17,9804,7621,11987,16.5,12.8,20.2,7018,5396,8640,16.7,12.8,20.6,44799,42396,47202,NA,NA,NA,NA,NA,NA,"29077"
"232703","MI","KENT","Profit","Yes","FRESENIUS MEDICAL CARE",86,83,85,89,89,90,"Profit","Yes","FRESENIUS MEDICAL CARE",0,16,1,1,1,"01/13/2015","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,41,1,"As Expected",75,100,1,92,1,NA,259,88,758,15,106,0,NA,1,106,924,0,109,965,1,10,29,29,19,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,85,88,287,17.2,23.6,12.3,23.2,35.6,13.7,160.6,255.3,102.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.34,1.13,0.06,6.9,56.9,1.2,1,"As Expected",95,75.2,90.1,59.3,95,837,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","Better than Expected",1,5.8,1.51,50,3.15,"As Expected",1,47.6,11,71,25.1,26081,"MI","Kent County",2,2,2,2,72623,67043,78203,11.3,10.4,12.2,22657,19605,25709,14.6,12.6,16.6,14938,12638,17238,13.4,11.3,15.5,61675,59993,63357,NA,NA,NA,NA,NA,NA,"26081"
"232623","MI","CALHOUN","Profit","Yes","FRESENIUS MEDICAL CARE",86,80,82,85,90,88,"Profit","Yes","FRESENIUS MEDICAL CARE",0,16,1,0,0,"03/10/2005","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",20,1,0,1,35,1,"As Expected",55,100,1,NA,257,NA,259,77,715,0,NA,0,NA,1,79,740,1,82,754,1,8,22,31,28,12,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,67,51,269,23.1,31.2,16.6,22.5,38.8,10.2,111.9,207.2,61.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.61,3.35,0.65,24.4,96.9,7.7,1,"As Expected",82,57.8,78.3,35.8,82,769,1,4,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.28,0,37,0,"As Expected",1,43.4,6.3,64,18.5,26025,"MI","Calhoun County",3,2,3,2,22602,20127,25077,17.3,15.4,19.2,8196,7042,9350,27.6,23.7,31.5,5416,4490,6342,25.2,20.9,29.5,48413,45124,51702,NA,NA,NA,NA,NA,NA,"26025"
"232624","MI","GENESEE","Profit","Yes","DAVITA",91,88,90,92,91,90,"Profit","Yes","DAVITA",0,20,1,0,1,"05/23/2005","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",20,1,0,1,66,1,"As Expected",88,96,1,NA,257,NA,259,109,877,0,NA,0,NA,1,138,1195,0,150,1250,1,8,26,33,18,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,101,113,394,24.4,30.9,18.9,23.3,32.2,15.7,167,262.8,113.6,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.56,2.86,0.76,28.7,73.6,13,1,"As Expected",149,62.1,77.4,45.8,149,1251,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.83,0.01,42,0.33,"As Expected",1,28.8,3.5,120,10.7,26049,"MI","Genesee County",2,2,2,2,75251,69709,80793,18.8,17.4,20.2,25855,22817,28893,28.9,25.5,32.3,16980,14349,19611,25.8,21.8,29.8,48370,46383,50357,NA,NA,NA,NA,NA,NA,"26049"
"252585","MS","HINDS","Profit","Yes","FRESENIUS MEDICAL CARE",88,80,83,88,85,89,"Profit","Yes","FRESENIUS MEDICAL CARE",1,14,1,0,0,"11/09/2016","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",13,1,0,1,40,1,"As Expected",66,98,1,NA,257,NA,259,89,740,0,NA,0,NA,1,93,807,2,99,816,1,11,29,32,20,8,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,77,103,182,24.1,36.4,15.1,34,48.2,22.1,245,382.2,158.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.38,2.87,0.56,30.5,96.7,11.6,1,"As Expected",100,62.5,81.2,42.6,100,835,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.89,0.1,20,0.8,"As Expected",1,33.6,3.8,81,12.4,28049,"MS","Hinds County",2,2,2,2,44204,38435,49973,19.4,16.9,21.9,17022,14234,19810,30.4,25.4,35.4,11777,9490,14064,28.6,23,34.2,44776,42642,46910,NA,NA,NA,NA,NA,NA,"28049"
"252586","MS","CLAY","Profit","Yes","FRESENIUS MEDICAL CARE",71,79,77,76,87,91,"Profit","Yes","FRESENIUS MEDICAL CARE",0,14,1,0,0,"11/10/2016","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",13,1,0,1,53,1,"As Expected",66,98,1,NA,257,NA,259,75,710,0,NA,0,NA,1,77,747,1,80,761,1,8,24,25,28,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Better than Expected",1,"As Expected",1,"As Expected",1,73,30,194,19.9,31,12,12.1,34.6,1.9,81.1,168.4,39.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.52,1.73,0.09,14,55.6,4.4,1,"As Expected",81,71.8,90,52.4,81,771,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,18,NA,"As Expected",1,39.5,5.4,65,16.2,28025,"MS","Clay County",7,9,7,9,4170,3193,5147,21.9,16.8,27,1541,1117,1965,35.6,25.8,45.4,1063,732,1394,32.6,22.4,42.8,38121,34160,42082,NA,NA,NA,NA,NA,NA,"28025"
"252513","MS","LEE","Profit","Yes","RENAL CARE GROUP INC.",65,72,68,77,83,84,"Profit","Yes","RENAL CARE GROUP INC.",1,51,1,1,1,"01/01/1983","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",28,1,0,1,144,1,"Worse than Expected",216,95,1,NA,201,NA,259,221,2019,0,NA,0,NA,1,225,2061,1,236,2136,1,9,22,24,24,20,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,252,209,1157,23.9,27.9,20.4,26.4,34.9,19,144.9,203.7,108.6,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.18,0.6,0.03,37.7,63.1,24.5,1,"Better than Expected",237,79.4,88.3,69.9,237,2165,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.15,0.22,126,0.56,"As Expected",1,19.6,4,196,9.1,28081,"MS","Lee County",5,8,5,8,10977,8861,13093,13.1,10.6,15.6,4218,3086,5350,19.9,14.6,25.2,2831,1959,3703,18.3,12.7,23.9,51088,46925,55251,NA,NA,NA,NA,NA,NA,"28081"
"252514","MS","LEFLORE","Profit","Yes","RENAL CARE GROUP INC.",71,84,88,76,86,88,"Profit","Yes","RENAL CARE GROUP INC.",0,33,1,1,1,"11/22/1982","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",32,1,0,1,133,1,"As Expected",185,94,1,98,1,NA,259,153,1385,70,646,0,NA,1,241,2309,1,250,2346,1,8,23,27,24,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,203,183,815,22.5,27.5,18.2,26.4,35.9,18.3,166.3,237.9,122.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.21,0.7,0.04,32.2,57.4,19.9,1,"As Expected",184,72.3,83.7,60.3,184,1705,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.58,0.31,85,0.76,"As Expected",1,22.2,5.8,217,11.7,28083,"MS","Leflore County",5,8,5,8,9655,7993,11317,35.1,29.1,41.1,3862,3020,4704,49,38.3,59.7,2702,2066,3338,47.5,36.3,58.7,29244,26020,32468,NA,NA,NA,NA,NA,NA,"28083"
"252515","MS","ADAMS","Profit","Yes","FRESENIUS MEDICAL CARE",70,68,68,75,76,81,"Profit","Yes","FRESENIUS MEDICAL CARE",0,31,1,1,0,"11/29/1982","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",24,1,0,1,82,1,"As Expected",105,96,1,88,1,NA,259,114,1135,18,68,0,NA,1,135,1291,1,138,1314,1,7,21,24,24,25,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,116,93,484,26,33.2,20,17.5,29.8,9,136.8,226.4,89.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.41,2.52,0.72,31.9,67.2,17.1,1,"As Expected",125,56.5,72.4,39.5,125,1261,1,7,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.17,0.04,71,0.32,"As Expected",1,23.4,2.5,111,8.1,28001,"MS","Adams County",5,8,5,8,8478,6844,10112,29.4,23.7,35.1,2493,1875,3111,40.4,30.4,50.4,1759,1269,2249,40.1,28.9,51.3,33392,29699,37085,NA,NA,NA,NA,NA,NA,"28001"
